"","x"
"15286",0
"15287",0
"15288",0
"15289",0
"15290",0
"15291",0
"15292",0
"15293",0
"15294",0
"15295",0
"15296",0
"15297",0
"15298",0
"15299",0
"15300",0
"15301",0
"15302",0
"15303",0
"15304",0
"15305",0
"15306",0
"15307",0
"15308",0
"15309",0
"15310",0
"15311",180.135
"15312",290.895
"15313",284.436
"15314",311.145
"15315",324.963
"15316",297.36
"15317",339.048
"15318",270.318
"15319",292.623
"15320",396.819
"15321",453.735
"15322",657.006
"15323",985.536
"15324",710.244
"15325",458.463
"15326",596.346
"15327",760.659
"15328",1443.672
"15329",738.333
"15330",738.09
"15331",533.493
"15332",434.841
"15333",741.225
"15334",1006.128
"15335",1096.11
"15336",716.421
"15337",467.139
"15338",473.97
"15339",341.559
"15340",369.456
"15341",560.061
"15342",2949.675
"15343",3086.304
"15344",1623.438
"15345",1309.671
"15346",1048.23
"15347",552.828
"15348",1309.086
"15349",1645.812
"15350",717.681
"15351",948.942
"15352",968.781
"15353",2736.918
"15354",1744.818
"15355",620.52
"15356",3165.618
"15357",3524.946
"15358",2243.787
"15359",2931.645
"15360",1188.135
"15361",338.235
"15362",431.691
"15363",360.078
"15364",701.877
"15365",1085.172
"15366",897.933
"15367",644.295
"15368",415.101
"15369",358.749
"15370",309.444
"15371",302.793
"15372",295.797
"15373",318.558
"15374",318.546
"15375",282.933
"15376",77.796
"15377",0
"15378",0
"15379",0
"15380",0
"15381",0
"15382",0
"15383",0
"15384",0
"15385",0
"15386",0
"15387",0
"15388",0
"15389",0
"15390",0
"15391",0
"15392",0
"15393",0
"15394",0
"15395",0
"15396",0
"15397",0
"15398",0
"15399",0
"15400",0
"15401",0
"15402",0
"15403",0
"15404",0
"15405",0
"15406",0
"15407",0
"15408",0
"15409",0
"15410",0
"15411",0
"15412",0
"15413",0
"15414",0
"15415",0
"15416",0
"15417",0
"15418",0
"15419",0
"15420",0
"15421",0
"15422",0
"15423",0
"15424",0
"15425",0
"15426",0
"15427",0
"15428",0
"15429",0
"15430",0
"15431",0
"15432",0
"15433",0
"15434",0
"15435",0
"15436",0
"15437",0
"15438",0
"15439",0
"15440",0
"15441",0
"15442",0
"15443",0
"15444",0
"15445",0
"15446",0
"15447",0
"15448",0
"15449",0
"15450",0
"15451",0
"15452",49.326
"15453",288.624
"15454",337.566
"15455",330.51
"15456",309.504
"15457",352.152
"15458",507.015
"15459",415.794
"15460",542.742
"15461",612.777
"15462",583.98
"15463",576.495
"15464",660.312
"15465",1004.217
"15466",1448.265
"15467",1519.137
"15468",1222.935
"15469",1066.818
"15470",1134.96
"15471",932.214
"15472",785.814
"15473",776.616
"15474",503.835
"15475",427.557
"15476",434.196
"15477",433.764
"15478",335.673
"15479",370.194
"15480",328.953
"15481",349.881
"15482",301.23
"15483",315.786
"15484",328.524
"15485",300.684
"15486",334.647
"15487",376.896
"15488",329.373
"15489",448.521
"15490",461.517
"15491",356.616
"15492",413.238
"15493",513.579
"15494",527.37
"15495",386.955
"15496",440.535
"15497",390.042
"15498",545.124
"15499",484.164
"15500",610.764
"15501",491.19
"15502",597.792
"15503",379.572
"15504",464.694
"15505",438.312
"15506",451.998
"15507",367.2
"15508",374.466
"15509",353.496
"15510",325.737
"15511",343.008
"15512",301.428
"15513",318.591
"15514",340.284
"15515",311.844
"15516",260.562
"15517",357.876
"15518",301.515
"15519",335.991
"15520",34.965
"15521",0
"15522",0
"15523",0
"15524",0
"15525",0
"15526",0
"15527",0
"15528",0
"15529",0
"15530",0
"15531",0
"15532",0
"15533",0
"15534",0
"15535",0
"15536",0
"15537",0
"15538",0
"15539",0
"15540",0
"15541",0
"15542",0
"15543",0
"15544",0
"15545",0
"15546",0
"15547",0
"15548",0
"15549",0
"15550",0
"15551",0
"15552",0
"15553",0
"15554",0
"15555",0
"15556",0
"15557",0
"15558",0
"15559",0
"15560",0
"15561",0
"15562",0
"15563",0
"15564",0
"15565",0
"15566",0
"15567",0
"15568",0
"15569",0
"15570",0
"15571",0
"15572",0
"15573",0
"15574",0
"15575",0
"15576",0
"15577",0
"15578",0
"15579",0
"15580",0
"15581",0
"15582",0
"15583",0
"15584",0
"15585",0
"15586",0
"15587",0
"15588",0
"15589",0
"15590",0
"15591",0
"15592",0
"15593",0
"15594",0
"15595",0
"15596",189.528
"15597",301.743
"15598",300.957
"15599",286.968
"15600",293.985
"15601",342.888
"15602",487.776
"15603",1530.807
"15604",1866.651
"15605",2081.478
"15606",2244.822
"15607",2465.964
"15608",2713.173
"15609",3008.949
"15610",3205.929
"15611",3390.504
"15612",3541.185
"15613",3677.409
"15614",3845.643
"15615",3968.217
"15616",4079.034
"15617",4175.445
"15618",4274.343
"15619",4383.171
"15620",4426.893
"15621",4488.663
"15622",4531.032
"15623",4539.84
"15624",4623.06
"15625",4603.101
"15626",4617.6
"15627",4629.474
"15628",4631.22
"15629",4637.604
"15630",4453.695
"15631",4505.949
"15632",4500.279
"15633",4248.681
"15634",3035.469
"15635",2816.439
"15636",3145.494
"15637",3587.829
"15638",4162.416
"15639",4080.717
"15640",3606.192
"15641",3498.66
"15642",3295.131
"15643",2631.057
"15644",2547.519
"15645",2211.033
"15646",1997.55
"15647",1587.921
"15648",1269.3
"15649",1054.89
"15650",1287.759
"15651",1030.164
"15652",864.564
"15653",900.153
"15654",715.758
"15655",452.799
"15656",353.55
"15657",395.304
"15658",303.552
"15659",331.065
"15660",331.2
"15661",303.969
"15662",303.474
"15663",288.918
"15664",0
"15665",0
"15666",0
"15667",0
"15668",0
"15669",0
"15670",0
"15671",0
"15672",0
"15673",0
"15674",0
"15675",0
"15676",0
"15677",0
"15678",0
"15679",0
"15680",0
"15681",0
"15682",0
"15683",0
"15684",0
"15685",0
"15686",0
"15687",0
"15688",0
"15689",0
"15690",0
"15691",0
"15692",0
"15693",0
"15694",0
"15695",0
"15696",0
"15697",0
"15698",0
"15699",0
"15700",0
"15701",0
"15702",0
"15703",0
"15704",0
"15705",0
"15706",0
"15707",0
"15708",0
"15709",0
"15710",0
"15711",0
"15712",0
"15713",0
"15714",0
"15715",0
"15716",0
"15717",0
"15718",0
"15719",0
"15720",0
"15721",0
"15722",0
"15723",0
"15724",0
"15725",0
"15726",0
"15727",0
"15728",0
"15729",0
"15730",0
"15731",0
"15732",0
"15733",0
"15734",0
"15735",0
"15736",0
"15737",0
"15738",0
"15739",0
"15740",77.436
"15741",309.357
"15742",318.468
"15743",290.7
"15744",297.6
"15745",339.765
"15746",352.965
"15747",395.022
"15748",536.103
"15749",683.814
"15750",1370.502
"15751",1674.225
"15752",2049.768
"15753",2513.406
"15754",2876.31
"15755",2740.842
"15756",1915.371
"15757",2048.253
"15758",2223.9
"15759",2563.569
"15760",3382.641
"15761",3218.232
"15762",3365.154
"15763",4229.661
"15764",4360.437
"15765",4043.091
"15766",2917.842
"15767",3061.737
"15768",3126.858
"15769",2219.391
"15770",1558.104
"15771",1154.58
"15772",950.988
"15773",1203.783
"15774",881.979
"15775",811.77
"15776",792.987
"15777",724.449
"15778",696.537
"15779",936.921
"15780",1184.994
"15781",717.063
"15782",711.564
"15783",1023.825
"15784",705.642
"15785",733.815
"15786",468.237
"15787",369.702
"15788",369.471
"15789",439.548
"15790",335.745
"15791",351.195
"15792",484.512
"15793",393.198
"15794",464.547
"15795",368.127
"15796",339.438
"15797",340.356
"15798",276.291
"15799",289.44
"15800",297.624
"15801",290.763
"15802",305.439
"15803",319.311
"15804",289.968
"15805",283.092
"15806",282
"15807",127.161
"15808",0
"15809",0
"15810",0
"15811",0
"15812",0
"15813",0
"15814",0
"15815",0
"15816",0
"15817",0
"15818",0
"15819",0
"15820",0
"15821",0
"15822",0
"15823",0
"15824",0
"15825",0
"15826",0
"15827",0
"15828",0
"15829",0
"15830",0
"15831",0
"15832",0
"15833",0
"15834",0
"15835",0
"15836",0
"15837",0
"15838",0
"15839",0
"15840",0
"15841",0
"15842",0
"15843",0
"15844",0
"15845",0
"15846",0
"15847",0
"15848",0
"15849",0
"15850",0
"15851",0
"15852",0
"15853",0
"15854",0
"15855",0
"15856",0
"15857",0
"15858",0
"15859",0
"15860",0
"15861",0
"15862",0
"15863",0
"15864",0
"15865",0
"15866",0
"15867",0
"15868",0
"15869",0
"15870",0
"15871",0
"15872",0
"15873",0
"15874",0
"15875",0
"15876",0
"15877",0
"15878",0
"15879",0
"15880",0
"15881",0
"15882",0
"15883",0
"15884",92.379
"15885",312.726
"15886",276.363
"15887",311.1
"15888",318.03
"15889",423.573
"15890",722.7
"15891",538.599
"15892",1921.011
"15893",2248.86
"15894",2286.945
"15895",2491.323
"15896",2790.255
"15897",2995.356
"15898",3167.127
"15899",3341.499
"15900",3534.018
"15901",3699.786
"15902",3843.378
"15903",4002.321
"15904",4101.885
"15905",4222.521
"15906",4341.228
"15907",4354.938
"15908",4633.86
"15909",4808.667
"15910",4189.092
"15911",3549.339
"15912",3837.843
"15913",3936.843
"15914",4191.588
"15915",4391.793
"15916",4532.133
"15917",4659.927
"15918",4670.25
"15919",4580.766
"15920",4519.899
"15921",4462.716
"15922",4369.122
"15923",4284.243
"15924",3937.17
"15925",3989.226
"15926",4211.115
"15927",4027.371
"15928",3631.023
"15929",3610.197
"15930",2859.837
"15931",2671.029
"15932",2242.002
"15933",1978.614
"15934",2127.189
"15935",1351.245
"15936",798.069
"15937",503.088
"15938",424.386
"15939",458.346
"15940",697.848
"15941",986.154
"15942",761.055
"15943",528.753
"15944",382.41
"15945",348.408
"15946",275.571
"15947",289.731
"15948",281.712
"15949",303.534
"15950",261.228
"15951",274.32
"15952",0
"15953",0
"15954",0
"15955",0
"15956",0
"15957",0
"15958",0
"15959",0
"15960",0
"15961",0
"15962",0
"15963",0
"15964",0
"15965",0
"15966",0
"15967",0
"15968",0
"15969",0
"15970",0
"15971",0
"15972",0
"15973",0
"15974",0
"15975",0
"15976",0
"15977",0
"15978",0
"15979",0
"15980",0
"15981",0
"15982",0
"15983",0
"15984",0
"15985",0
"15986",0
"15987",0
"15988",0
"15989",0
"15990",0
"15991",0
"15992",0
"15993",0
"15994",0
"15995",0
"15996",0
"15997",0
"15998",0
"15999",0
"16000",0
"16001",0
"16002",0
"16003",0
"16004",0
"16005",0
"16006",0
"16007",0
"16008",0
"16009",0
"16010",0
"16011",0
"16012",0
"16013",0
"16014",0
"16015",0
"16016",0
"16017",0
"16018",0
"16019",0
"16020",0
"16021",0
"16022",0
"16023",0
"16024",0
"16025",0
"16026",0
"16027",0
"16028",0
"16029",281.022
"16030",303.09
"16031",252.708
"16032",335.931
"16033",338.865
"16034",331.215
"16035",337.926
"16036",337.566
"16037",351.135
"16038",343.161
"16039",371.97
"16040",351.345
"16041",385.572
"16042",398.826
"16043",349.965
"16044",420.303
"16045",679.668
"16046",771.063
"16047",604.032
"16048",751.869
"16049",526.239
"16050",462.273
"16051",541.065
"16052",589.965
"16053",435.447
"16054",448.959
"16055",519.027
"16056",414.201
"16057",407.889
"16058",338.466
"16059",359.343
"16060",352.92
"16061",352.719
"16062",331.347
"16063",357.489
"16064",384.933
"16065",475.608
"16066",363.159
"16067",391.077
"16068",619.764
"16069",471.669
"16070",520.422
"16071",456.786
"16072",471.036
"16073",428.001
"16074",570.573
"16075",428.796
"16076",371.304
"16077",370.932
"16078",384.99
"16079",342.483
"16080",350.28
"16081",345.498
"16082",337.812
"16083",331.563
"16084",359.055
"16085",288.414
"16086",309.081
"16087",288.384
"16088",308.55
"16089",336.3
"16090",315.933
"16091",287.652
"16092",329.724
"16093",309.444
"16094",266.937
"16095",281.034
"16096",203.502
"16097",0
"16098",0
"16099",0
"16100",0
"16101",0
"16102",0
"16103",0
"16104",0
"16105",0
"16106",0
"16107",0
"16108",0
"16109",0
"16110",0
"16111",0
"16112",0
"16113",0
"16114",0
"16115",0
"16116",0
"16117",0
"16118",0
"16119",0
"16120",0
"16121",0
"16122",0
"16123",0
"16124",0
"16125",0
"16126",0
"16127",0
"16128",0
"16129",0
"16130",0
"16131",0
"16132",0
"16133",0
"16134",0
"16135",0
"16136",0
"16137",0
"16138",0
"16139",0
"16140",0
"16141",0
"16142",0
"16143",0
"16144",0
"16145",0
"16146",0
"16147",0
"16148",0
"16149",0
"16150",0
"16151",0
"16152",0
"16153",0
"16154",0
"16155",0
"16156",0
"16157",0
"16158",0
"16159",0
"16160",0
"16161",0
"16162",0
"16163",0
"16164",0
"16165",0
"16166",0
"16167",0
"16168",0
"16169",0
"16170",0
"16171",0
"16172",252.228
"16173",293.73
"16174",266.727
"16175",296.418
"16176",330.936
"16177",314.403
"16178",760.806
"16179",1750.701
"16180",1994.235
"16181",2257.491
"16182",2373.645
"16183",2655.744
"16184",2940.447
"16185",3153.594
"16186",3365.028
"16187",3547.053
"16188",3317.937
"16189",1388.364
"16190",3994.488
"16191",4166.088
"16192",4358.883
"16193",2259.996
"16194",3573.42
"16195",4653.942
"16196",4684.482
"16197",3784.374
"16198",3237.72
"16199",4095.876
"16200",3777.03
"16201",4827.957
"16202",4688.622
"16203",684.348
"16204",4460.847
"16205",5041.932
"16206",4981.533
"16207",2215.239
"16208",1650.561
"16209",1244.493
"16210",1285.443
"16211",1797.165
"16212",2621.685
"16213",2933.85
"16214",2642.871
"16215",4256.466
"16216",3656.451
"16217",2088.864
"16218",2158.686
"16219",3429.147
"16220",1664.943
"16221",1430.148
"16222",2181.48
"16223",1608.804
"16224",1559.841
"16225",1398.153
"16226",1523.889
"16227",1209.417
"16228",1253.937
"16229",565.815
"16230",566.646
"16231",787.59
"16232",545.145
"16233",417.099
"16234",353.34
"16235",359.997
"16236",310.746
"16237",318.48
"16238",324.771
"16239",253.848
"16240",288.276
"16241",147.387
"16242",0
"16243",0
"16244",0
"16245",0
"16246",0
"16247",0
"16248",0
"16249",0
"16250",0
"16251",0
"16252",0
"16253",0
"16254",0
"16255",0
"16256",0
"16257",0
"16258",0
"16259",0
"16260",0
"16261",0
"16262",0
"16263",0
"16264",0
"16265",0
"16266",0
"16267",0
"16268",0
"16269",0
"16270",0
"16271",0
"16272",0
"16273",0
"16274",0
"16275",0
"16276",0
"16277",0
"16278",0
"16279",0
"16280",0
"16281",0
"16282",0
"16283",0
"16284",0
"16285",0
"16286",0
"16287",0
"16288",0
"16289",0
"16290",0
"16291",0
"16292",0
"16293",0
"16294",0
"16295",0
"16296",0
"16297",0
"16298",0
"16299",0
"16300",0
"16301",0
"16302",0
"16303",0
"16304",0
"16305",0
"16306",0
"16307",0
"16308",0
"16309",0
"16310",0
"16311",0
"16312",0
"16313",0
"16314",0
"16315",119.679
"16316",259.965
"16317",322.434
"16318",363.348
"16319",384.24
"16320",352.665
"16321",436.38
"16322",979.443
"16323",1167.156
"16324",1220.697
"16325",714.912
"16326",735.555
"16327",1060.986
"16328",2742.498
"16329",3154.692
"16330",3281.751
"16331",2172.318
"16332",3099.351
"16333",3946.614
"16334",3109.833
"16335",3534.246
"16336",3360.675
"16337",4476.606
"16338",4696.758
"16339",4188.483
"16340",3792.834
"16341",4501.428
"16342",4519.674
"16343",4648.224
"16344",3902.406
"16345",4319.208
"16346",4863.903
"16347",3822.312
"16348",3186.399
"16349",3067.2
"16350",3139.944
"16351",3153.291
"16352",3314.625
"16353",3656.223
"16354",3011.223
"16355",3340.776
"16356",3796.659
"16357",4236.693
"16358",2916.75
"16359",3888.87
"16360",2927.313
"16361",2442.108
"16362",3722.943
"16363",2937.06
"16364",1943.724
"16365",1970.421
"16366",2398.053
"16367",2133.021
"16368",1528.242
"16369",2262.504
"16370",1969.188
"16371",917.19
"16372",550.05
"16373",649.2
"16374",644.019
"16375",595.728
"16376",389.223
"16377",367.512
"16378",346.332
"16379",345.69
"16380",317.292
"16381",275.991
"16382",289.509
"16383",310.071
"16384",288.387
"16385",147.528
"16386",0
"16387",0
"16388",0
"16389",0
"16390",0
"16391",0
"16392",0
"16393",0
"16394",0
"16395",0
"16396",0
"16397",0
"16398",0
"16399",0
"16400",0
"16401",0
"16402",0
"16403",0
"16404",0
"16405",0
"16406",0
"16407",0
"16408",0
"16409",0
"16410",0
"16411",0
"16412",0
"16413",0
"16414",0
"16415",0
"16416",0
"16417",0
"16418",0
"16419",0
"16420",0
"16421",0
"16422",0
"16423",0
"16424",0
"16425",0
"16426",0
"16427",0
"16428",0
"16429",0
"16430",0
"16431",0
"16432",0
"16433",0
"16434",0
"16435",0
"16436",0
"16437",0
"16438",0
"16439",0
"16440",0
"16441",0
"16442",0
"16443",0
"16444",0
"16445",0
"16446",0
"16447",0
"16448",0
"16449",0
"16450",0
"16451",0
"16452",0
"16453",0
"16454",0
"16455",0
"16456",0
"16457",0
"16458",0
"16459",0
"16460",0
"16461",62.721
"16462",314.148
"16463",314.328
"16464",243.948
"16465",278.613
"16466",291.363
"16467",312.183
"16468",291.429
"16469",277.752
"16470",306.102
"16471",292.839
"16472",306.411
"16473",312.912
"16474",318.699
"16475",333.198
"16476",340.419
"16477",345.375
"16478",346.257
"16479",342.159
"16480",320.835
"16481",327.858
"16482",299.922
"16483",356.304
"16484",313.974
"16485",333.612
"16486",361.059
"16487",333.471
"16488",348.594
"16489",359.373
"16490",370.188
"16491",356.805
"16492",482.883
"16493",349.845
"16494",370.914
"16495",450.978
"16496",373.599
"16497",464.895
"16498",435.828
"16499",394.542
"16500",437.043
"16501",372.366
"16502",379.497
"16503",358.581
"16504",421.611
"16505",429.471
"16506",359.166
"16507",371.847
"16508",343.11
"16509",350.055
"16510",371.292
"16511",329.721
"16512",365.388
"16513",408.162
"16514",337.188
"16515",316.899
"16516",310.17
"16517",401.958
"16518",332.271
"16519",337.344
"16520",330.114
"16521",281.067
"16522",343.698
"16523",288.03
"16524",295.413
"16525",318.345
"16526",282.348
"16527",307.932
"16528",146.475
"16529",0
"16530",0
"16531",0
"16532",0
"16533",0
"16534",0
"16535",0
"16536",0
"16537",0
"16538",0
"16539",0
"16540",0
"16541",0
"16542",0
"16543",0
"16544",0
"16545",0
"16546",0
"16547",0
"16548",0
"16549",0
"16550",0
"16551",0
"16552",0
"16553",0
"16554",0
"16555",0
"16556",0
"16557",0
"16558",0
"16559",0
"16560",0
"16561",0
"16562",0
"16563",0
"16564",0
"16565",0
"16566",0
"16567",0
"16568",0
"16569",0
"16570",0
"16571",0
"16572",0
"16573",0
"16574",0
"16575",0
"16576",0
"16577",0
"16578",0
"16579",0
"16580",0
"16581",0
"16582",0
"16583",0
"16584",0
"16585",0
"16586",0
"16587",0
"16588",0
"16589",0
"16590",0
"16591",0
"16592",0
"16593",0
"16594",0
"16595",0
"16596",0
"16597",0
"16598",0
"16599",0
"16600",0
"16601",0
"16602",0
"16603",0
"16604",105.507
"16605",323.277
"16606",280.161
"16607",314.952
"16608",300.921
"16609",336.747
"16610",384.123
"16611",412.119
"16612",391.737
"16613",398.229
"16614",502.815
"16615",460.476
"16616",369.435
"16617",417.327
"16618",730.854
"16619",661.035
"16620",435.45
"16621",378.834
"16622",555.627
"16623",619.485
"16624",428.88
"16625",527.394
"16626",731.856
"16627",850.662
"16628",0
"16629",189.918
"16630",605.085
"16631",661.602
"16632",805.518
"16633",744.336
"16634",636.174
"16635",1123.113
"16636",3419.994
"16637",3557.508
"16638",4176.804
"16639",4338.621
"16640",2377.254
"16641",2978.199
"16642",3246.372
"16643",3160.173
"16644",2357.166
"16645",1190.076
"16646",1202.847
"16647",1987.356
"16648",1817.766
"16649",2618.529
"16650",2085.063
"16651",3156.177
"16652",3547.281
"16653",1572.321
"16654",2281.878
"16655",2153.343
"16656",1002.807
"16657",1191.159
"16658",830.571
"16659",732.183
"16660",1073.634
"16661",1618.68
"16662",862.104
"16663",774.018
"16664",594.648
"16665",388.953
"16666",374.25
"16667",324.651
"16668",331.902
"16669",340.26
"16670",311.358
"16671",275.982
"16672",311.352
"16673",275.172
"16674",0
"16675",0
"16676",0
"16677",0
"16678",0
"16679",0
"16680",0
"16681",0
"16682",0
"16683",0
"16684",0
"16685",0
"16686",0
"16687",0
"16688",0
"16689",0
"16690",0
"16691",0
"16692",0
"16693",0
"16694",0
"16695",0
"16696",0
"16697",0
"16698",0
"16699",0
"16700",0
"16701",0
"16702",0
"16703",0
"16704",0
"16705",0
"16706",0
"16707",0
"16708",0
"16709",0
"16710",0
"16711",0
"16712",0
"16713",0
"16714",0
"16715",0
"16716",0
"16717",0
"16718",0
"16719",0
"16720",0
"16721",0
"16722",0
"16723",0
"16724",0
"16725",0
"16726",0
"16727",0
"16728",0
"16729",0
"16730",0
"16731",0
"16732",0
"16733",0
"16734",0
"16735",0
"16736",0
"16737",0
"16738",0
"16739",0
"16740",0
"16741",0
"16742",0
"16743",0
"16744",0
"16745",0
"16746",42.552
"16747",305.409
"16748",326.187
"16749",297.783
"16750",304.236
"16751",339.576
"16752",388.557
"16753",353.58
"16754",919.941
"16755",1869.027
"16756",2139.426
"16757",2375.118
"16758",2590.716
"16759",2834.952
"16760",3075.12
"16761",3277.014
"16762",3548.64
"16763",2858.628
"16764",1693.266
"16765",4110.381
"16766",4178.964
"16767",4531.893
"16768",2165.49
"16769",1065.579
"16770",1097.16
"16771",1495.617
"16772",2080.152
"16773",2603.913
"16774",5488.947
"16775",4826.589
"16776",5865.372
"16777",1347.312
"16778",1675.332
"16779",1743.027
"16780",1701.135
"16781",1636.257
"16782",1426.212
"16783",1743.354
"16784",4761.018
"16785",5624.865
"16786",3279.339
"16787",1598.223
"16788",1499.424
"16789",2371.779
"16790",3636.381
"16791",4185.42
"16792",2829.846
"16793",1420.521
"16794",4441.665
"16795",3084.267
"16796",2114.637
"16797",1478.841
"16798",1449.093
"16799",2227.014
"16800",2252.115
"16801",1618.749
"16802",1220.961
"16803",1111.419
"16804",829.2
"16805",1541.535
"16806",840.105
"16807",539.505
"16808",481.908
"16809",389.655
"16810",438.576
"16811",374.067
"16812",331.404
"16813",332.19
"16814",345.408
"16815",295.899
"16816",281.115
"16817",218.601
"16818",0
"16819",0
"16820",0
"16821",0
"16822",0
"16823",0
"16824",0
"16825",0
"16826",0
"16827",0
"16828",0
"16829",0
"16830",0
"16831",0
"16832",0
"16833",0
"16834",0
"16835",0
"16836",0
"16837",0
"16838",0
"16839",0
"16840",0
"16841",0
"16842",0
"16843",0
"16844",0
"16845",0
"16846",0
"16847",0
"16848",0
"16849",0
"16850",0
"16851",0
"16852",0
"16853",0
"16854",0
"16855",0
"16856",0
"16857",0
"16858",0
"16859",0
"16860",0
"16861",0
"16862",0
"16863",0
"16864",0
"16865",0
"16866",0
"16867",0
"16868",0
"16869",0
"16870",0
"16871",0
"16872",0
"16873",0
"16874",0
"16875",0
"16876",0
"16877",0
"16878",0
"16879",0
"16880",0
"16881",0
"16882",0
"16883",0
"16884",0
"16885",0
"16886",0
"16887",0
"16888",0
"16889",0
"16890",42.57
"16891",319.632
"16892",297.594
"16893",276.258
"16894",304.158
"16895",361.215
"16896",403.857
"16897",704.385
"16898",896.799
"16899",883.311
"16900",918.255
"16901",1255.548
"16902",1306.083
"16903",1377.357
"16904",1754.196
"16905",1706.187
"16906",2826.366
"16907",3467.253
"16908",2682.129
"16909",3981.15
"16910",4326.111
"16911",4476.804
"16912",4123.089
"16913",3636.249
"16914",4545.483
"16915",4503.285
"16916",4697.538
"16917",4730.613
"16918",4771.02
"16919",4808.466
"16920",4827.612
"16921",4919.673
"16922",5067.315
"16923",4969.224
"16924",4083.993
"16925",3917.208
"16926",3480.687
"16927",3579.06
"16928",2930.499
"16929",3747.777
"16930",4725.489
"16931",4605.513
"16932",4412.241
"16933",4272.756
"16934",4142.961
"16935",3833.421
"16936",2257.377
"16937",3244.899
"16938",3489.912
"16939",3074.286
"16940",3185.286
"16941",2954.262
"16942",3193.599
"16943",2568.792
"16944",2153.328
"16945",2182.344
"16946",1849.665
"16947",1428.315
"16948",1363.446
"16949",1212.663
"16950",1021.503
"16951",786.789
"16952",726.891
"16953",488.13
"16954",375.033
"16955",338.742
"16956",345.024
"16957",360.564
"16958",346.44
"16959",275.883
"16960",268.026
"16961",275.214
"16962",0
"16963",0
"16964",0
"16965",0
"16966",0
"16967",0
"16968",0
"16969",0
"16970",0
"16971",0
"16972",0
"16973",0
"16974",0
"16975",0
"16976",0
"16977",0
"16978",0
"16979",0
"16980",0
"16981",0
"16982",0
"16983",0
"16984",0
"16985",0
"16986",0
"16987",0
"16988",0
"16989",0
"16990",0
"16991",0
"16992",0
"16993",0
"16994",0
"16995",0
"16996",0
"16997",0
"16998",0
"16999",0
"17000",0
"17001",0
"17002",0
"17003",0
"17004",0
"17005",0
"17006",0
"17007",0
"17008",0
"17009",0
"17010",0
"17011",0
"17012",0
"17013",0
"17014",0
"17015",0
"17016",0
"17017",0
"17018",0
"17019",0
"17020",0
"17021",0
"17022",0
"17023",0
"17024",0
"17025",0
"17026",0
"17027",0
"17028",0
"17029",0
"17030",0
"17031",0
"17032",0
"17033",0
"17034",13.842
"17035",270.855
"17036",300.723
"17037",307.533
"17038",300.933
"17039",293.286
"17040",363.459
"17041",597.591
"17042",1352.478
"17043",1717.32
"17044",1501.635
"17045",535.074
"17046",370.464
"17047",408.516
"17048",768.36
"17049",1747.08
"17050",3766.251
"17051",3947.571
"17052",4047.636
"17053",3116.832
"17054",2019.972
"17055",2971.614
"17056",2264.127
"17057",2803.773
"17058",1551.354
"17059",1979.841
"17060",1682.25
"17061",3706.287
"17062",3716.79
"17063",5348.889
"17064",2125.02
"17065",1262.259
"17066",787.056
"17067",1663.947
"17068",4670.919
"17069",2332.59
"17070",1527.504
"17071",1322.775
"17072",2149.92
"17073",3236.406
"17074",1927.296
"17075",1828.719
"17076",1774.182
"17077",874.056
"17078",3855.213
"17079",3614.586
"17080",3275.721
"17081",2422.674
"17082",2640.225
"17083",3128.37
"17084",3441.399
"17085",1068.066
"17086",1462.896
"17087",1202.553
"17088",1585.953
"17089",1085.637
"17090",1884.828
"17091",1626.525
"17092",1261.749
"17093",519.987
"17094",896.46
"17095",796.434
"17096",509.115
"17097",361.017
"17098",346.71
"17099",332.889
"17100",340.935
"17101",332.046
"17102",330.537
"17103",301.662
"17104",315.663
"17105",329.106
"17106",34.92
"17107",0
"17108",0
"17109",0
"17110",0
"17111",0
"17112",0
"17113",0
"17114",0
"17115",0
"17116",0
"17117",0
"17118",0
"17119",0
"17120",0
"17121",0
"17122",0
"17123",0
"17124",0
"17125",0
"17126",0
"17127",0
"17128",0
"17129",0
"17130",0
"17131",0
"17132",0
"17133",0
"17134",0
"17135",0
"17136",0
"17137",0
"17138",0
"17139",0
"17140",0
"17141",0
"17142",0
"17143",0
"17144",0
"17145",0
"17146",0
"17147",0
"17148",0
"17149",0
"17150",0
"17151",0
"17152",0
"17153",0
"17154",0
"17155",0
"17156",0
"17157",0
"17158",0
"17159",0
"17160",0
"17161",0
"17162",0
"17163",0
"17164",0
"17165",0
"17166",0
"17167",0
"17168",0
"17169",0
"17170",0
"17171",0
"17172",0
"17173",0
"17174",0
"17175",0
"17176",0
"17177",0
"17178",0
"17179",111.144
"17180",299.364
"17181",320.877
"17182",306.225
"17183",333.642
"17184",339.339
"17185",382.869
"17186",347.955
"17187",361.704
"17188",402.945
"17189",416.466
"17190",416.376
"17191",417.438
"17192",432.276
"17193",487.023
"17194",416.25
"17195",415.98
"17196",499.833
"17197",513.3
"17198",624.213
"17199",610.635
"17200",536.202
"17201",536.886
"17202",600.291
"17203",698.634
"17204",738.96
"17205",924.309
"17206",958.044
"17207",857.814
"17208",1032.387
"17209",1072.23
"17210",1051.317
"17211",1456.341
"17212",880.269
"17213",1220.499
"17214",1393.146
"17215",1492.317
"17216",1455.402
"17217",1170.972
"17218",1102.272
"17219",912.345
"17220",807.195
"17221",707.901
"17222",707.808
"17223",693.51
"17224",679.347
"17225",579.774
"17226",501.339
"17227",501.54
"17228",452.346
"17229",381.777
"17230",500.817
