
0,2021-08-24 15:18:00.034408,2021-08-24 14:10:00.000000,4.450748999999999,768.9851000000001,3.508266666666666,-0.17233333333333334,4.61681,740.45,3.41047,-0.60171,2.833,16.67986,16.86158,"[0.6661484990000001, 0.675155712, 0.68414839]","[0.819148451, 0.8281490189999999, 0.837147219]",0.0,1.0351376639999998,1.044147806,-16.712227207916484,-32.71097264258893
0,2021-08-24 15:48:23.240131,2021-08-24 14:40:00.000000,4.166754,719.1323,3.1148666666666673,-0.7123666666666668,4.296,688.71,3.24779,-0.21707,2.833,16.76401,16.77707,"[0.6661484990000001, 0.675155712, 0.68414839]","[0.819148451, 0.8281490189999999, 0.837147219]",0.0,1.0351376639999998,1.044147806,-16.837097144171995,-49.76021989484171
0,2021-08-24 15:53:47.341947,2021-08-24 14:50:00.000000,4.023651000000001,699.8476,2.812033333333334,0.5612666666666667,4.13549,662.82,2.76473,0.38994,2.833,16.77195,16.76909,"[0.6661484990000001, 0.675155712, 0.68414839]","[0.819148451, 0.8281490189999999, 0.837147219]",0.0,1.0351376639999998,1.044147806,-19.89017189115825,-32.225448744373885
0,2021-08-24 16:03:46.889741,2021-08-24 15:00:00.000000,3.8835,679.8245000000002,2.8381833333333333,0.7781166666666667,3.97095,636.28,3.06079,-0.31467,2.833,14.36481,18.87265,"[0.6661484990000001, 0.675155712, 0.68414839]","[0.819148451, 0.8281490189999999, 0.837147219]",0.0,1.0351376639999998,1.044147806,-14.364831705562047,-37.061220618517694
0,2021-08-24 16:13:46.599142,2021-08-24 15:10:00.000000,3.7197659999999995,659.5272,2.8643333333333336,0.9949666666666668,3.83145,613.78,2.92993,-0.48961,2.833,16.62774,16.91214,"[0.6661484990000001, 0.675155712, 0.68414839]","[0.819148451, 0.8281490189999999, 0.837147219]",0.0,1.0351376639999998,1.044147806,-16.627811692589386,-36.540930818206114
0,2021-08-24 16:23:46.642836,2021-08-24 15:20:00.000000,3.537528,636.0517000000001,2.0496,-0.7141666666666667,3.67412,588.41,1.83548,-0.1806,2.833,16.07537,15.19575,"[0.6661484990000001, 0.675155712, 0.68414839]","[0.819148451, 0.8281490189999999, 0.837147219]",0.0,1.0351376639999998,1.044147806,-16.075373113630214,-15.195751118565862
0,2021-08-24 16:33:46.345579,2021-08-24 15:30:00.000000,3.377097,612.5458000000001,2.4448833333333333,0.1043,3.49663,559.78,2.45345,0.28836,2.833,15.61402,17.85225,"[0.6661484990000001, 0.675155712, 0.68414839]","[0.819148451, 0.8281490189999999, 0.837147219]",0.0,1.0351376639999998,1.044147806,-15.614021957012856,-39.126971032420165
0,2021-08-24 16:43:46.076484,2021-08-24 15:40:00.000000,3.197433,589.9629000000001,2.840166666666667,0.9227666666666666,3.34868,535.92,2.92425,0.76721,2.833,16.75409,16.78704,"[0.6661484990000001, 0.675155712, 0.68414839]","[0.819148451, 0.8281490189999999, 0.837147219]",0.0,1.0351376639999998,1.044147806,-19.235430879842767,-34.49710013758643
0,2021-08-24 16:53:46.094547,2021-08-24 15:50:00.000000,3.0040919999999995,566.9876,2.9825333333333335,0.6288666666666667,3.21669,514.63,2.91266,0.7133,2.833,10.16467,12.74007,"[0.6661484990000001, 0.675155712, 0.68414839]","[0.819148451, 0.8281490189999999, 0.837147219]",0.0,1.0351376639999998,1.044147806,-10.164666280197702,-12.740069116297452
0,2021-08-24 17:03:46.002560,2021-08-24 16:00:00.000000,2.839437,543.4280999999999,2.786516666666667,0.04526666666666663,3.02381,483.52,2.72395,0.0328,2.833,7.23788,22.58669,"[0.6661484990000001, 0.675155712, 0.68414839]","[0.819148451, 0.8281490189999999, 0.837147219]",0.0,1.0351376639999998,1.044147806,-7.237876780580185,-46.08131823216612
